devicetime,actual_deg,pred_deg,resid_deg,dev,score01,rule01
2024-04-01 02:42:00,35.091576,34.288906,0.8026695,0.8026695251464844,0.5741036766385019,0.0
2024-04-01 02:43:00,35.091576,34.207005,0.8845711,0.8299700419108074,0.5773007535967116,0.0
2024-04-01 02:44:00,35.091576,34.207005,0.8845711,0.848170386420356,0.5791276547156885,0.0
2024-04-01 02:45:00,35.091576,34.207005,0.8845711,0.8603039494267218,0.5795843799954328,0.0
2024-04-01 02:46:00,35.091576,34.207005,0.8845711,0.8683929914309657,0.5795843799954328,0.0
2024-04-01 02:47:00,35.091576,34.207005,0.8845711,0.8737856861004616,0.5795843799954328,0.0
2024-04-01 02:48:00,35.091576,34.207005,0.8845711,0.8773808158801255,0.5795843799954328,0.0
2024-04-01 02:49:00,35.091576,34.207005,0.8845711,0.8797775690665681,0.5795843799954328,0.0
2024-04-01 02:50:00,35.091576,34.207005,0.8845711,0.8813754045241965,0.5795843799954328,0.0
2024-04-01 02:51:00,35.091576,34.207005,0.8845711,0.8824406281626155,0.5798127426353049,0.0
2024-04-01 02:52:00,35.091576,34.207005,0.8845711,0.8831507772548948,0.5798127426353049,0.0
2024-04-01 02:53:00,35.091576,34.207005,0.8845711,0.883624209983081,0.5800411052751769,0.0
2024-04-01 02:54:00,35.091576,34.207005,0.8845711,0.8839398318018717,0.5800411052751769,0.0
2024-04-01 02:55:00,35.091576,34.207005,0.8845711,0.8841502463477323,0.5800411052751769,0.0
2024-04-01 02:56:00,35.091576,34.207005,0.8845711,0.8842905227116393,0.5800411052751769,0.0
2024-04-01 02:57:00,35.091576,34.207005,0.8845711,0.8843840402875773,0.5800411052751769,0.0
2024-04-01 02:58:00,35.091576,34.207005,0.8845711,0.8844463853382026,0.5800411052751769,0.0
2024-04-01 02:59:00,35.091576,34.207005,0.8845711,0.8844879487052862,0.5800411052751769,0.0
2024-04-01 03:00:00,35.091576,34.207005,0.8845711,0.8845156576166753,0.5800411052751769,0.0
2024-04-01 03:01:00,35.091576,34.207005,0.8845711,0.884534130224268,0.5800411052751769,0.0
2024-04-01 03:02:00,35.091576,34.207005,0.8845711,0.8845464452959965,0.5800411052751769,0.0
2024-04-01 03:03:00,35.091576,34.207005,0.8845711,0.8845546553438154,0.5800411052751769,0.0
2024-04-01 03:04:00,35.091576,34.207005,0.8845711,0.884560128709028,0.5800411052751769,0.0
2024-04-01 03:05:00,35.091576,34.207005,0.8845711,0.8845637776191698,0.5800411052751769,0.0
2024-04-01 03:06:00,35.091576,34.207005,0.8845711,0.884566210225931,0.5800411052751769,0.0
2024-04-01 03:07:00,35.091576,34.207005,0.8845711,0.8845678319637718,0.5800411052751769,0.0
2024-04-01 03:08:00,35.091576,34.207005,0.8845711,0.8845689131223323,0.5800411052751769,0.0
2024-04-01 03:09:00,35.091576,34.207005,0.8845711,0.884569633894706,0.5800411052751769,0.0
2024-04-01 03:10:00,35.091576,34.207005,0.8845711,0.8845701144096217,0.5800411052751769,0.0
2024-04-01 03:11:00,35.091576,34.207005,0.8845711,0.884570434752899,0.5800411052751769,0.0
2024-04-01 03:12:00,35.091576,34.207005,0.8845711,0.8845706483150838,0.5800411052751769,0.0
2024-04-01 03:13:00,35.091576,34.207005,0.8845711,0.8845707906898737,0.5800411052751769,0.0
2024-04-01 03:14:00,35.091576,34.207005,0.8845711,0.8845708856064002,0.5800411052751769,0.0
2024-04-01 03:15:00,35.091576,34.207005,0.8845711,0.8845709488840846,0.5800411052751769,0.0
2024-04-01 03:16:00,35.091576,34.207005,0.8845711,0.8845709910692076,0.5800411052751769,0.0
2024-04-01 03:17:00,35.091576,34.207005,0.8845711,0.8845710191926228,0.5800411052751769,0.0
2024-04-01 03:18:00,35.091576,34.207005,0.8845711,0.8845710379415663,0.5800411052751769,0.0
2024-04-01 03:19:00,35.091576,34.207005,0.8845711,0.884571050440862,0.5800411052751769,0.0
2024-04-01 03:20:00,35.091576,34.207005,0.8845711,0.8845710587737258,0.5800411052751769,0.0
2024-04-01 03:21:00,35.091576,34.207005,0.8845711,0.8845710643289683,0.5800411052751769,0.0
2024-04-01 03:22:00,35.091576,34.207005,0.8845711,0.8845710680324633,0.5800411052751769,0.0
2024-04-01 03:23:00,35.091576,34.207005,0.8845711,0.88457107050146,0.5800411052751769,0.0
2024-04-01 03:24:00,35.091576,34.207005,0.8845711,0.8845710721474578,0.5800411052751769,0.0
2024-04-01 03:25:00,35.091576,34.207005,0.8845711,0.8845710732447897,0.5800411052751769,0.0
2024-04-01 03:26:00,35.091576,34.207005,0.8845711,0.8845710739763443,0.5800411052751769,0.0
2024-04-01 03:27:00,35.091576,34.207005,0.8845711,0.8845710744640473,0.5800411052751769,0.0
2024-04-01 03:28:00,35.091576,34.207005,0.8845711,0.8845710747891826,0.5800411052751769,0.0
2024-04-01 03:29:00,35.091576,34.207005,0.8845711,0.8845710750059396,0.5800411052751769,0.0
2024-04-01 03:30:00,35.091576,34.207005,0.8845711,0.8845710751504442,0.5800411052751769,0.0
